id,date_value,hour_value,mmYYYY_value
2163,31-Mar-2012,2,03/2012
2164,31-Mar-2012,3,03/2012
2165,31-Mar-2012,4,03/2012
2166,31-Mar-2012,5,03/2012
2167,31-Mar-2012,6,03/2012
2168,31-Mar-2012,7,03/2012
2169,31-Mar-2012,8,03/2012
2170,31-Mar-2012,9,03/2012
2171,31-Mar-2012,10,03/2012
2172,31-Mar-2012,11,03/2012
2173,31-Mar-2012,12,03/2012
2174,31-Mar-2012,13,03/2012
2175,31-Mar-2012,14,03/2012
2176,31-Mar-2012,15,03/2012
2177,31-Mar-2012,16,03/2012
2178,31-Mar-2012,17,03/2012
2179,31-Mar-2012,18,03/2012
2180,31-Mar-2012,19,03/2012
2181,31-Mar-2012,20,03/2012
2182,31-Mar-2012,21,03/2012
2183,31-Mar-2012,22,03/2012
2184,31-Mar-2012,23,03/2012
2185,1-Apr-2012,0,04/2012
2186,1-Apr-2012,1,04/2012
2187,1-Apr-2012,2,04/2012
2188,1-Apr-2012,3,04/2012
2189,1-Apr-2012,4,04/2012
2190,1-Apr-2012,5,04/2012
2191,1-Apr-2012,6,04/2012
2192,1-Apr-2012,7,04/2012
2193,1-Apr-2012,8,04/2012
2194,1-Apr-2012,9,04/2012
2195,1-Apr-2012,10,04/2012
2196,1-Apr-2012,11,04/2012
2197,1-Apr-2012,12,04/2012
2198,1-Apr-2012,13,04/2012
2199,1-Apr-2012,14,04/2012
2200,1-Apr-2012,15,04/2012
2201,1-Apr-2012,16,04/2012
2202,1-Apr-2012,17,04/2012
2203,1-Apr-2012,18,04/2012
2204,1-Apr-2012,19,04/2012
2205,1-Apr-2012,20,04/2012
2206,1-Apr-2012,21,04/2012
2207,1-Apr-2012,22,04/2012
2208,1-Apr-2012,23,04/2012
2209,2-Apr-2012,0,04/2012
2210,2-Apr-2012,1,04/2012
2211,2-Apr-2012,2,04/2012
2212,2-Apr-2012,3,04/2012
2213,2-Apr-2012,4,04/2012
2214,2-Apr-2012,5,04/2012
2215,2-Apr-2012,6,04/2012
2216,2-Apr-2012,7,04/2012
2217,2-Apr-2012,8,04/2012
2218,2-Apr-2012,9,04/2012
2219,2-Apr-2012,10,04/2012
2220,2-Apr-2012,11,04/2012
2221,2-Apr-2012,12,04/2012
2222,2-Apr-2012,13,04/2012
2223,2-Apr-2012,14,04/2012
2224,2-Apr-2012,15,04/2012
2225,2-Apr-2012,16,04/2012
2226,2-Apr-2012,17,04/2012
2227,2-Apr-2012,18,04/2012
2228,2-Apr-2012,19,04/2012
2229,2-Apr-2012,20,04/2012
2230,2-Apr-2012,21,04/2012
2231,2-Apr-2012,22,04/2012
2232,2-Apr-2012,23,04/2012
2233,3-Apr-2012,0,04/2012
2234,3-Apr-2012,1,04/2012
2235,3-Apr-2012,2,04/2012
2236,3-Apr-2012,3,04/2012
2237,3-Apr-2012,4,04/2012
2238,3-Apr-2012,5,04/2012
2239,3-Apr-2012,6,04/2012
2240,3-Apr-2012,7,04/2012
2241,3-Apr-2012,8,04/2012
2242,3-Apr-2012,9,04/2012
2243,3-Apr-2012,10,04/2012
2244,3-Apr-2012,11,04/2012
2245,3-Apr-2012,12,04/2012
2246,3-Apr-2012,13,04/2012
2247,3-Apr-2012,14,04/2012
2248,3-Apr-2012,15,04/2012
2249,3-Apr-2012,16,04/2012
2250,3-Apr-2012,17,04/2012
2251,3-Apr-2012,18,04/2012
2252,3-Apr-2012,19,04/2012
2253,3-Apr-2012,20,04/2012
2254,3-Apr-2012,21,04/2012
2255,3-Apr-2012,22,04/2012
2256,3-Apr-2012,23,04/2012
2257,4-Apr-2012,0,04/2012
2258,4-Apr-2012,1,04/2012
2259,4-Apr-2012,2,04/2012
2260,4-Apr-2012,3,04/2012
2261,4-Apr-2012,4,04/2012
2262,4-Apr-2012,5,04/2012
2263,4-Apr-2012,6,04/2012
2264,4-Apr-2012,7,04/2012
2265,4-Apr-2012,8,04/2012
2266,4-Apr-2012,9,04/2012
2267,4-Apr-2012,10,04/2012
2268,4-Apr-2012,11,04/2012
2269,4-Apr-2012,12,04/2012
2270,4-Apr-2012,13,04/2012
2271,4-Apr-2012,14,04/2012
2272,4-Apr-2012,15,04/2012
2273,4-Apr-2012,16,04/2012
2274,4-Apr-2012,17,04/2012
2275,4-Apr-2012,18,04/2012
2276,4-Apr-2012,19,04/2012
2277,4-Apr-2012,20,04/2012
2278,4-Apr-2012,21,04/2012
2279,4-Apr-2012,22,04/2012
2280,4-Apr-2012,23,04/2012
2281,5-Apr-2012,0,04/2012
2282,5-Apr-2012,1,04/2012
2283,5-Apr-2012,2,04/2012
2284,5-Apr-2012,3,04/2012
2285,5-Apr-2012,4,04/2012
2286,5-Apr-2012,5,04/2012
2287,5-Apr-2012,6,04/2012
2288,5-Apr-2012,7,04/2012
2289,5-Apr-2012,8,04/2012
2290,5-Apr-2012,9,04/2012
2291,5-Apr-2012,10,04/2012
2292,5-Apr-2012,11,04/2012
2293,5-Apr-2012,12,04/2012
2294,5-Apr-2012,13,04/2012
2295,5-Apr-2012,14,04/2012
2296,5-Apr-2012,15,04/2012
2297,5-Apr-2012,16,04/2012
2298,5-Apr-2012,17,04/2012
2299,5-Apr-2012,18,04/2012
2300,5-Apr-2012,19,04/2012
2301,5-Apr-2012,20,04/2012
2302,5-Apr-2012,21,04/2012
2303,5-Apr-2012,22,04/2012
2304,5-Apr-2012,23,04/2012
2305,6-Apr-2012,0,04/2012
2306,6-Apr-2012,1,04/2012
2307,6-Apr-2012,2,04/2012
2308,6-Apr-2012,3,04/2012
2309,6-Apr-2012,4,04/2012
2310,6-Apr-2012,5,04/2012
2311,6-Apr-2012,6,04/2012
2312,6-Apr-2012,7,04/2012
2313,6-Apr-2012,8,04/2012
2314,6-Apr-2012,9,04/2012
2315,6-Apr-2012,10,04/2012
2316,6-Apr-2012,11,04/2012
2317,6-Apr-2012,12,04/2012
2318,6-Apr-2012,13,04/2012
2319,6-Apr-2012,14,04/2012
2320,6-Apr-2012,15,04/2012
2321,6-Apr-2012,16,04/2012
2322,6-Apr-2012,17,04/2012
2323,6-Apr-2012,18,04/2012
2324,6-Apr-2012,19,04/2012
2325,6-Apr-2012,20,04/2012
2326,6-Apr-2012,21,04/2012
2327,6-Apr-2012,22,04/2012
2328,6-Apr-2012,23,04/2012
2329,7-Apr-2012,0,04/2012
2330,7-Apr-2012,1,04/2012
2331,7-Apr-2012,2,04/2012
2332,7-Apr-2012,3,04/2012
2333,7-Apr-2012,4,04/2012
2334,7-Apr-2012,5,04/2012
2335,7-Apr-2012,6,04/2012
2336,7-Apr-2012,7,04/2012
2337,7-Apr-2012,8,04/2012
2338,7-Apr-2012,9,04/2012
2339,7-Apr-2012,10,04/2012
2340,7-Apr-2012,11,04/2012
2341,7-Apr-2012,12,04/2012
2342,7-Apr-2012,13,04/2012
2343,7-Apr-2012,14,04/2012
2344,7-Apr-2012,15,04/2012
2345,7-Apr-2012,16,04/2012
2346,7-Apr-2012,17,04/2012
2347,7-Apr-2012,18,04/2012
2348,7-Apr-2012,19,04/2012
2349,7-Apr-2012,20,04/2012
2350,7-Apr-2012,21,04/2012
2351,7-Apr-2012,22,04/2012
2352,7-Apr-2012,23,04/2012
2353,8-Apr-2012,0,04/2012
2354,8-Apr-2012,1,04/2012
2355,8-Apr-2012,2,04/2012
2356,8-Apr-2012,3,04/2012
2357,8-Apr-2012,4,04/2012
2358,8-Apr-2012,5,04/2012
2359,8-Apr-2012,6,04/2012
2360,8-Apr-2012,7,04/2012
2361,8-Apr-2012,8,04/2012
2362,8-Apr-2012,9,04/2012
2363,8-Apr-2012,10,04/2012
2364,8-Apr-2012,11,04/2012
2365,8-Apr-2012,12,04/2012
2366,8-Apr-2012,13,04/2012
2367,8-Apr-2012,14,04/2012
2368,8-Apr-2012,15,04/2012
2369,8-Apr-2012,16,04/2012
2370,8-Apr-2012,17,04/2012
2371,8-Apr-2012,18,04/2012
2372,8-Apr-2012,19,04/2012
2373,8-Apr-2012,20,04/2012
2374,8-Apr-2012,21,04/2012
2375,8-Apr-2012,22,04/2012
2376,8-Apr-2012,23,04/2012
2377,9-Apr-2012,0,04/2012
2378,9-Apr-2012,1,04/2012
2379,9-Apr-2012,2,04/2012
2380,9-Apr-2012,3,04/2012
2381,9-Apr-2012,4,04/2012
2382,9-Apr-2012,5,04/2012
2383,9-Apr-2012,6,04/2012
2384,9-Apr-2012,7,04/2012
2385,9-Apr-2012,8,04/2012
2386,9-Apr-2012,9,04/2012
2387,9-Apr-2012,10,04/2012
2388,9-Apr-2012,11,04/2012
2389,9-Apr-2012,12,04/2012
2390,9-Apr-2012,13,04/2012
2391,9-Apr-2012,14,04/2012
2392,9-Apr-2012,15,04/2012
2393,9-Apr-2012,16,04/2012
2394,9-Apr-2012,17,04/2012
2395,9-Apr-2012,18,04/2012
2396,9-Apr-2012,19,04/2012
2397,9-Apr-2012,20,04/2012
2398,9-Apr-2012,21,04/2012
2399,9-Apr-2012,22,04/2012
2400,9-Apr-2012,23,04/2012
2401,10-Apr-2012,0,04/2012
2402,10-Apr-2012,1,04/2012
2403,10-Apr-2012,2,04/2012
2404,10-Apr-2012,3,04/2012
2405,10-Apr-2012,4,04/2012
2406,10-Apr-2012,5,04/2012
2407,10-Apr-2012,6,04/2012
2408,10-Apr-2012,7,04/2012
2409,10-Apr-2012,8,04/2012
2410,10-Apr-2012,9,04/2012
2411,10-Apr-2012,10,04/2012
2412,10-Apr-2012,11,04/2012
2413,10-Apr-2012,12,04/2012
2414,10-Apr-2012,13,04/2012
2415,10-Apr-2012,14,04/2012
2416,10-Apr-2012,15,04/2012
2417,10-Apr-2012,16,04/2012
2418,10-Apr-2012,17,04/2012
2419,10-Apr-2012,18,04/2012
2420,10-Apr-2012,19,04/2012
2421,10-Apr-2012,20,04/2012
2422,10-Apr-2012,21,04/2012
2423,10-Apr-2012,22,04/2012
2424,10-Apr-2012,23,04/2012
2425,11-Apr-2012,0,04/2012
2426,11-Apr-2012,1,04/2012
2427,11-Apr-2012,2,04/2012
2428,11-Apr-2012,3,04/2012
2429,11-Apr-2012,4,04/2012
2430,11-Apr-2012,5,04/2012
2431,11-Apr-2012,6,04/2012
2432,11-Apr-2012,7,04/2012
2433,11-Apr-2012,8,04/2012
2434,11-Apr-2012,9,04/2012
2435,11-Apr-2012,10,04/2012
2436,11-Apr-2012,11,04/2012
2437,11-Apr-2012,12,04/2012
2438,11-Apr-2012,13,04/2012
2439,11-Apr-2012,14,04/2012
2440,11-Apr-2012,15,04/2012
2441,11-Apr-2012,16,04/2012
2442,11-Apr-2012,17,04/2012
2443,11-Apr-2012,18,04/2012
2444,11-Apr-2012,19,04/2012
2445,11-Apr-2012,20,04/2012
2446,11-Apr-2012,21,04/2012
2447,11-Apr-2012,22,04/2012
2448,11-Apr-2012,23,04/2012
2449,12-Apr-2012,0,04/2012
2450,12-Apr-2012,1,04/2012
2451,12-Apr-2012,2,04/2012
2452,12-Apr-2012,3,04/2012
2453,12-Apr-2012,4,04/2012
2454,12-Apr-2012,5,04/2012
2455,12-Apr-2012,6,04/2012
2456,12-Apr-2012,7,04/2012
2457,12-Apr-2012,8,04/2012
2458,12-Apr-2012,9,04/2012
2459,12-Apr-2012,10,04/2012
2460,12-Apr-2012,11,04/2012
2461,12-Apr-2012,12,04/2012
2462,12-Apr-2012,13,04/2012
2463,12-Apr-2012,14,04/2012
2464,12-Apr-2012,15,04/2012
2465,12-Apr-2012,16,04/2012
2466,12-Apr-2012,17,04/2012
2467,12-Apr-2012,18,04/2012
2468,12-Apr-2012,19,04/2012
2469,12-Apr-2012,20,04/2012
2470,12-Apr-2012,21,04/2012
2471,12-Apr-2012,22,04/2012
2472,12-Apr-2012,23,04/2012
2473,13-Apr-2012,0,04/2012
2474,13-Apr-2012,1,04/2012
2475,13-Apr-2012,2,04/2012
2476,13-Apr-2012,3,04/2012
2477,13-Apr-2012,4,04/2012
2478,13-Apr-2012,5,04/2012
2479,13-Apr-2012,6,04/2012
2480,13-Apr-2012,7,04/2012
2481,13-Apr-2012,8,04/2012
2482,13-Apr-2012,9,04/2012
2483,13-Apr-2012,10,04/2012
2484,13-Apr-2012,11,04/2012
2485,13-Apr-2012,12,04/2012
2486,13-Apr-2012,13,04/2012
2487,13-Apr-2012,14,04/2012
2488,13-Apr-2012,15,04/2012
2489,13-Apr-2012,16,04/2012
2490,13-Apr-2012,17,04/2012
2491,13-Apr-2012,18,04/2012
2492,13-Apr-2012,19,04/2012
2493,13-Apr-2012,20,04/2012
2494,13-Apr-2012,21,04/2012
2495,13-Apr-2012,22,04/2012
2496,13-Apr-2012,23,04/2012
2497,14-Apr-2012,0,04/2012
2498,14-Apr-2012,1,04/2012
2499,14-Apr-2012,2,04/2012
2500,14-Apr-2012,3,04/2012
2501,14-Apr-2012,4,04/2012
2502,14-Apr-2012,5,04/2012
2503,14-Apr-2012,6,04/2012
2504,14-Apr-2012,7,04/2012
2505,14-Apr-2012,8,04/2012
2506,14-Apr-2012,9,04/2012
2507,14-Apr-2012,10,04/2012
2508,14-Apr-2012,11,04/2012
2509,14-Apr-2012,12,04/2012
2510,14-Apr-2012,13,04/2012
2511,14-Apr-2012,14,04/2012
2512,14-Apr-2012,15,04/2012
2513,14-Apr-2012,16,04/2012
2514,14-Apr-2012,17,04/2012
2515,14-Apr-2012,18,04/2012
2516,14-Apr-2012,19,04/2012
2517,14-Apr-2012,20,04/2012
2518,14-Apr-2012,21,04/2012
2519,14-Apr-2012,22,04/2012
2520,14-Apr-2012,23,04/2012
2521,15-Apr-2012,0,04/2012
2522,15-Apr-2012,1,04/2012
2523,15-Apr-2012,2,04/2012
2524,15-Apr-2012,3,04/2012
2525,15-Apr-2012,4,04/2012
2526,15-Apr-2012,5,04/2012
2527,15-Apr-2012,6,04/2012
2528,15-Apr-2012,7,04/2012
2529,15-Apr-2012,8,04/2012
2530,15-Apr-2012,9,04/2012
2531,15-Apr-2012,10,04/2012
2532,15-Apr-2012,11,04/2012
2533,15-Apr-2012,12,04/2012
2534,15-Apr-2012,13,04/2012
2535,15-Apr-2012,14,04/2012
2536,15-Apr-2012,15,04/2012
2537,15-Apr-2012,16,04/2012
2538,15-Apr-2012,17,04/2012
2539,15-Apr-2012,18,04/2012
2540,15-Apr-2012,19,04/2012
2541,15-Apr-2012,20,04/2012
2542,15-Apr-2012,21,04/2012
2543,15-Apr-2012,22,04/2012
2544,15-Apr-2012,23,04/2012
2545,16-Apr-2012,0,04/2012
2546,16-Apr-2012,1,04/2012
2547,16-Apr-2012,2,04/2012
2548,16-Apr-2012,3,04/2012
2549,16-Apr-2012,4,04/2012
2550,16-Apr-2012,5,04/2012
2551,16-Apr-2012,6,04/2012
2552,16-Apr-2012,7,04/2012
2553,16-Apr-2012,8,04/2012
2554,16-Apr-2012,9,04/2012
2555,16-Apr-2012,10,04/2012
2556,16-Apr-2012,11,04/2012
2557,16-Apr-2012,12,04/2012
2558,16-Apr-2012,13,04/2012
2559,16-Apr-2012,14,04/2012
2560,16-Apr-2012,15,04/2012
2561,16-Apr-2012,16,04/2012
2562,16-Apr-2012,17,04/2012
2563,16-Apr-2012,18,04/2012
2564,16-Apr-2012,19,04/2012
2565,16-Apr-2012,20,04/2012
2566,16-Apr-2012,21,04/2012
2567,16-Apr-2012,22,04/2012
2568,16-Apr-2012,23,04/2012
2569,17-Apr-2012,0,04/2012
2570,17-Apr-2012,1,04/2012
2571,17-Apr-2012,2,04/2012
2572,17-Apr-2012,3,04/2012
2573,17-Apr-2012,4,04/2012
2574,17-Apr-2012,5,04/2012
2575,17-Apr-2012,6,04/2012
2576,17-Apr-2012,7,04/2012
2577,17-Apr-2012,8,04/2012
2578,17-Apr-2012,9,04/2012
2579,17-Apr-2012,10,04/2012
2580,17-Apr-2012,11,04/2012
2581,17-Apr-2012,12,04/2012
2582,17-Apr-2012,13,04/2012
2583,17-Apr-2012,14,04/2012
2584,17-Apr-2012,15,04/2012
2585,17-Apr-2012,16,04/2012
2586,17-Apr-2012,17,04/2012
2587,17-Apr-2012,18,04/2012
2588,17-Apr-2012,19,04/2012
2589,17-Apr-2012,20,04/2012
2590,17-Apr-2012,21,04/2012
2591,17-Apr-2012,22,04/2012
2592,17-Apr-2012,23,04/2012
2593,18-Apr-2012,0,04/2012
2594,18-Apr-2012,1,04/2012
2595,18-Apr-2012,2,04/2012
2596,18-Apr-2012,3,04/2012
2597,18-Apr-2012,4,04/2012
2598,18-Apr-2012,5,04/2012
2599,18-Apr-2012,6,04/2012
2600,18-Apr-2012,7,04/2012
2601,18-Apr-2012,8,04/2012
2602,18-Apr-2012,9,04/2012
2603,18-Apr-2012,10,04/2012
2604,18-Apr-2012,11,04/2012
2605,18-Apr-2012,12,04/2012
2606,18-Apr-2012,13,04/2012
2607,18-Apr-2012,14,04/2012
2608,18-Apr-2012,15,04/2012
2609,18-Apr-2012,16,04/2012
2610,18-Apr-2012,17,04/2012
2611,18-Apr-2012,18,04/2012
2612,18-Apr-2012,19,04/2012
2613,18-Apr-2012,20,04/2012
2614,18-Apr-2012,21,04/2012
2615,18-Apr-2012,22,04/2012
2616,18-Apr-2012,23,04/2012
2617,19-Apr-2012,0,04/2012
2618,19-Apr-2012,1,04/2012
2619,19-Apr-2012,2,04/2012
2620,19-Apr-2012,3,04/2012
2621,19-Apr-2012,4,04/2012
2622,19-Apr-2012,5,04/2012
2623,19-Apr-2012,6,04/2012
2624,19-Apr-2012,7,04/2012
2625,19-Apr-2012,8,04/2012
2626,19-Apr-2012,9,04/2012
2627,19-Apr-2012,10,04/2012
2628,19-Apr-2012,11,04/2012
2629,19-Apr-2012,12,04/2012
2630,19-Apr-2012,13,04/2012
2631,19-Apr-2012,14,04/2012
2632,19-Apr-2012,15,04/2012
2633,19-Apr-2012,16,04/2012
2634,19-Apr-2012,17,04/2012
2635,19-Apr-2012,18,04/2012
2636,19-Apr-2012,19,04/2012
2637,19-Apr-2012,20,04/2012
2638,19-Apr-2012,21,04/2012
2639,19-Apr-2012,22,04/2012
2640,19-Apr-2012,23,04/2012
2641,20-Apr-2012,0,04/2012
2642,20-Apr-2012,1,04/2012
2643,20-Apr-2012,2,04/2012
2644,20-Apr-2012,3,04/2012
2645,20-Apr-2012,4,04/2012
2646,20-Apr-2012,5,04/2012
2647,20-Apr-2012,6,04/2012
2648,20-Apr-2012,7,04/2012
2649,20-Apr-2012,8,04/2012
2650,20-Apr-2012,9,04/2012
2651,20-Apr-2012,10,04/2012
2652,20-Apr-2012,11,04/2012
2653,20-Apr-2012,12,04/2012
2654,20-Apr-2012,13,04/2012
2655,20-Apr-2012,14,04/2012
2656,20-Apr-2012,15,04/2012
2657,20-Apr-2012,16,04/2012
2658,20-Apr-2012,17,04/2012
2659,20-Apr-2012,18,04/2012
2660,20-Apr-2012,19,04/2012
2661,20-Apr-2012,20,04/2012
2662,20-Apr-2012,21,04/2012
2663,20-Apr-2012,22,04/2012
2664,20-Apr-2012,23,04/2012
2665,21-Apr-2012,0,04/2012
2666,21-Apr-2012,1,04/2012
2667,21-Apr-2012,2,04/2012
2668,21-Apr-2012,3,04/2012
2669,21-Apr-2012,4,04/2012
2670,21-Apr-2012,5,04/2012
2671,21-Apr-2012,6,04/2012
2672,21-Apr-2012,7,04/2012
2673,21-Apr-2012,8,04/2012
2674,21-Apr-2012,9,04/2012
2675,21-Apr-2012,10,04/2012
2676,21-Apr-2012,11,04/2012
2677,21-Apr-2012,12,04/2012
2678,21-Apr-2012,13,04/2012
2679,21-Apr-2012,14,04/2012
2680,21-Apr-2012,15,04/2012
2681,21-Apr-2012,16,04/2012
2682,21-Apr-2012,17,04/2012
2683,21-Apr-2012,18,04/2012
2684,21-Apr-2012,19,04/2012
2685,21-Apr-2012,20,04/2012
2686,21-Apr-2012,21,04/2012
2687,21-Apr-2012,22,04/2012
2688,21-Apr-2012,23,04/2012
2689,22-Apr-2012,0,04/2012
2690,22-Apr-2012,1,04/2012
2691,22-Apr-2012,2,04/2012
2692,22-Apr-2012,3,04/2012
2693,22-Apr-2012,4,04/2012
2694,22-Apr-2012,5,04/2012
2695,22-Apr-2012,6,04/2012
2696,22-Apr-2012,7,04/2012
2697,22-Apr-2012,8,04/2012
2698,22-Apr-2012,9,04/2012
2699,22-Apr-2012,10,04/2012
2700,22-Apr-2012,11,04/2012
2701,22-Apr-2012,12,04/2012
2702,22-Apr-2012,13,04/2012
2703,22-Apr-2012,14,04/2012
2704,22-Apr-2012,15,04/2012
2705,22-Apr-2012,16,04/2012
2706,22-Apr-2012,17,04/2012
2707,22-Apr-2012,18,04/2012
2708,22-Apr-2012,19,04/2012
2709,22-Apr-2012,20,04/2012
2710,22-Apr-2012,21,04/2012
2711,22-Apr-2012,22,04/2012
2712,22-Apr-2012,23,04/2012
2713,23-Apr-2012,0,04/2012
2714,23-Apr-2012,1,04/2012
2715,23-Apr-2012,2,04/2012
2716,23-Apr-2012,3,04/2012
2717,23-Apr-2012,4,04/2012
2718,23-Apr-2012,5,04/2012
2719,23-Apr-2012,6,04/2012
2720,23-Apr-2012,7,04/2012
2721,23-Apr-2012,8,04/2012
2722,23-Apr-2012,9,04/2012
2723,23-Apr-2012,10,04/2012
2724,23-Apr-2012,11,04/2012
2725,23-Apr-2012,12,04/2012
2726,23-Apr-2012,13,04/2012
2727,23-Apr-2012,14,04/2012
2728,23-Apr-2012,15,04/2012
2729,23-Apr-2012,16,04/2012
2730,23-Apr-2012,17,04/2012
2731,23-Apr-2012,18,04/2012
2732,23-Apr-2012,19,04/2012
2733,23-Apr-2012,20,04/2012
2734,23-Apr-2012,21,04/2012
2735,23-Apr-2012,22,04/2012
2736,23-Apr-2012,23,04/2012
2737,24-Apr-2012,0,04/2012
2738,24-Apr-2012,1,04/2012
2739,24-Apr-2012,2,04/2012
2740,24-Apr-2012,3,04/2012
2741,24-Apr-2012,4,04/2012
2742,24-Apr-2012,5,04/2012
2743,24-Apr-2012,6,04/2012
2744,24-Apr-2012,7,04/2012
2745,24-Apr-2012,8,04/2012
2746,24-Apr-2012,9,04/2012
2747,24-Apr-2012,10,04/2012
2748,24-Apr-2012,11,04/2012
2749,24-Apr-2012,12,04/2012
2750,24-Apr-2012,13,04/2012
2751,24-Apr-2012,14,04/2012
2752,24-Apr-2012,15,04/2012
2753,24-Apr-2012,16,04/2012
2754,24-Apr-2012,17,04/2012
2755,24-Apr-2012,18,04/2012
2756,24-Apr-2012,19,04/2012
2757,24-Apr-2012,20,04/2012
2758,24-Apr-2012,21,04/2012
2759,24-Apr-2012,22,04/2012
2760,24-Apr-2012,23,04/2012
2761,25-Apr-2012,0,04/2012
2762,25-Apr-2012,1,04/2012
2763,25-Apr-2012,2,04/2012
2764,25-Apr-2012,3,04/2012
2765,25-Apr-2012,4,04/2012
2766,25-Apr-2012,5,04/2012
2767,25-Apr-2012,6,04/2012
2768,25-Apr-2012,7,04/2012
2769,25-Apr-2012,8,04/2012
2770,25-Apr-2012,9,04/2012
2771,25-Apr-2012,10,04/2012
2772,25-Apr-2012,11,04/2012
2773,25-Apr-2012,12,04/2012
2774,25-Apr-2012,13,04/2012
2775,25-Apr-2012,14,04/2012
2776,25-Apr-2012,15,04/2012
2777,25-Apr-2012,16,04/2012
2778,25-Apr-2012,17,04/2012
2779,25-Apr-2012,18,04/2012
2780,25-Apr-2012,19,04/2012
2781,25-Apr-2012,20,04/2012
2782,25-Apr-2012,21,04/2012
2783,25-Apr-2012,22,04/2012
2784,25-Apr-2012,23,04/2012
2785,26-Apr-2012,0,04/2012
2786,26-Apr-2012,1,04/2012
2787,26-Apr-2012,2,04/2012
2788,26-Apr-2012,3,04/2012
2789,26-Apr-2012,4,04/2012
2790,26-Apr-2012,5,04/2012
2791,26-Apr-2012,6,04/2012
2792,26-Apr-2012,7,04/2012
2793,26-Apr-2012,8,04/2012
2794,26-Apr-2012,9,04/2012
2795,26-Apr-2012,10,04/2012
2796,26-Apr-2012,11,04/2012
2797,26-Apr-2012,12,04/2012
2798,26-Apr-2012,13,04/2012
2799,26-Apr-2012,14,04/2012
2800,26-Apr-2012,15,04/2012
2801,26-Apr-2012,16,04/2012
2802,26-Apr-2012,17,04/2012
2803,26-Apr-2012,18,04/2012
2804,26-Apr-2012,19,04/2012
2805,26-Apr-2012,20,04/2012
2806,26-Apr-2012,21,04/2012
2807,26-Apr-2012,22,04/2012
2808,26-Apr-2012,23,04/2012
2809,27-Apr-2012,0,04/2012
2810,27-Apr-2012,1,04/2012
2811,27-Apr-2012,2,04/2012
2812,27-Apr-2012,3,04/2012
2813,27-Apr-2012,4,04/2012
2814,27-Apr-2012,5,04/2012
2815,27-Apr-2012,6,04/2012
2816,27-Apr-2012,7,04/2012
2817,27-Apr-2012,8,04/2012
2818,27-Apr-2012,9,04/2012
2819,27-Apr-2012,10,04/2012
2820,27-Apr-2012,11,04/2012
2821,27-Apr-2012,12,04/2012
2822,27-Apr-2012,13,04/2012
2823,27-Apr-2012,14,04/2012
2824,27-Apr-2012,15,04/2012
2825,27-Apr-2012,16,04/2012
2826,27-Apr-2012,17,04/2012
2827,27-Apr-2012,18,04/2012
2828,27-Apr-2012,19,04/2012
2829,27-Apr-2012,20,04/2012
2830,27-Apr-2012,21,04/2012
2831,27-Apr-2012,22,04/2012
2832,27-Apr-2012,23,04/2012
2833,28-Apr-2012,0,04/2012
2834,28-Apr-2012,1,04/2012
2835,28-Apr-2012,2,04/2012
2836,28-Apr-2012,3,04/2012
2837,28-Apr-2012,4,04/2012
2838,28-Apr-2012,5,04/2012
2839,28-Apr-2012,6,04/2012
2840,28-Apr-2012,7,04/2012
2841,28-Apr-2012,8,04/2012
2842,28-Apr-2012,9,04/2012
2843,28-Apr-2012,10,04/2012
2844,28-Apr-2012,11,04/2012
2845,28-Apr-2012,12,04/2012
2846,28-Apr-2012,13,04/2012
2847,28-Apr-2012,14,04/2012
2848,28-Apr-2012,15,04/2012
2849,28-Apr-2012,16,04/2012
2850,28-Apr-2012,17,04/2012
2851,28-Apr-2012,18,04/2012
2852,28-Apr-2012,19,04/2012
2853,28-Apr-2012,20,04/2012
2854,28-Apr-2012,21,04/2012
2855,28-Apr-2012,22,04/2012
2856,28-Apr-2012,23,04/2012
2857,29-Apr-2012,0,04/2012
2858,29-Apr-2012,1,04/2012
2859,29-Apr-2012,2,04/2012
2860,29-Apr-2012,3,04/2012
2861,29-Apr-2012,4,04/2012
2862,29-Apr-2012,5,04/2012
2863,29-Apr-2012,6,04/2012
2864,29-Apr-2012,7,04/2012
2865,29-Apr-2012,8,04/2012
2866,29-Apr-2012,9,04/2012
2867,29-Apr-2012,10,04/2012
2868,29-Apr-2012,11,04/2012
2869,29-Apr-2012,12,04/2012
2870,29-Apr-2012,13,04/2012
2871,29-Apr-2012,14,04/2012
2872,29-Apr-2012,15,04/2012
2873,29-Apr-2012,16,04/2012
2874,29-Apr-2012,17,04/2012
2875,29-Apr-2012,18,04/2012
2876,29-Apr-2012,19,04/2012
2877,29-Apr-2012,20,04/2012
2878,29-Apr-2012,21,04/2012
2879,29-Apr-2012,22,04/2012
2880,29-Apr-2012,23,04/2012
2881,30-Apr-2012,0,04/2012
2882,30-Apr-2012,1,04/2012
2883,30-Apr-2012,2,04/2012
2884,30-Apr-2012,3,04/2012
2885,30-Apr-2012,4,04/2012
2886,30-Apr-2012,5,04/2012
2887,30-Apr-2012,6,04/2012
2888,30-Apr-2012,7,04/2012
2889,30-Apr-2012,8,04/2012
2890,30-Apr-2012,9,04/2012
2891,30-Apr-2012,10,04/2012
2892,30-Apr-2012,11,04/2012
2893,30-Apr-2012,12,04/2012
2894,30-Apr-2012,13,04/2012
2895,30-Apr-2012,14,04/2012
2896,30-Apr-2012,15,04/2012
2897,30-Apr-2012,16,04/2012
